rowID;studyID;armID;study_name;manga;study_year;pub_year;drug_name;Ntotal;Published;age_mean;age_sd;_Female;Dosing_schedule;Dose_range;Sponsoredbythisdrugcompanyo;Investigational_Comparator;ascale;baseline_mean;V;mean_efficacy;Imputation;Responders;IMPUTEDresp;Unpublished;Recruitment;type;Patient_status;Placebo_run_in;weeks;Rescue_med;Sequence_generation;Allocation_concealment;Blinding_participant;Blinding_therapist;Blinding_assessor;AP;Selective_reporting_bias;dropoutSTUDY;dropoutARM;dropoutDIFF;OverallRoB;PLAresp;Narms;PLAprop;Overall_arm_RoB
p071;337;2;Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135));1;1992;1994;Fluoxetine;62;R can come both from pub and unpub data and match;38,7;10,7;;Fixed;Licensed;No;Comparator;HAMD21;26,4;6;-15,7;Others;35;0;Yes;North America;Multi-center;Outpatients only;Yes;6;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,131147541;0,14516129;0,014013749;Low risk;;2;0;Low risk
p070;337;1;Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135));1;1992;1994;Paroxetine;60;R can come both from pub and unpub data and match;43,1;11;;Fixed;Licensed;No;Investigational;HAMD21;26,2;6;-16,4;Others;41;0;Yes;North America;Multi-center;Outpatients only;Yes;6;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,116666667;0,014480874;Low risk;;2;0;Low risk
p073;338;2;Bignamini1992 (PAR 29060/078);0;1992;1992;Amitriptyline;153;R can come both from pub and unpub data but do not match;49,8;11,9;;Flexible;Licensed;No;Comparator;HAMD21;30,9;6;14,4;Others;91;0;Yes;Europe;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,165048544;0,130718954;0,034329589;Low risk;;2;0;Low risk
p072;338;1;Bignamini1992 (PAR 29060/078);0;1992;1992;Paroxetine;156;R can come both from pub and unpub data but do not match;49,1;13,8;;Flexible;Licensed;Yes;Investigational;HAMD21;30,5;6;14,3;Others;82;0;Yes;Europe;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,198717949;0,033669405;Low risk;;2;0;Moderate risk
p074;339;1;Hutchinson1992;0;1992;1992;Amitriptyline;32;R imputed from pub data and no or inadequate unpub data;71,5;9,5;;Fixed;Licensed;No;Comparator;HAMD21;20,28;;;OC;15;1;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,34375;0,088194444;Moderate risk;;2;0;Moderate risk
p075;339;2;Hutchinson1992;0;1992;1992;Paroxetine;58;R imputed from pub data and no or inadequate unpub data;72;5,6;;Fixed;Licensed;Yes;Investigational;HAMD21;21,56;;;OC;34;1;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,255555556;0,206896552;0,048659004;Moderate risk;;2;0;High risk
p077;340;2;Staner1995 (063);0;1992;1995;Amitriptyline;19;R can come both from pub and unpub data but do not match;42,5;11,7;;Fixed;Licensed;No;Comparator;HAMD21;24;5;10,7;Others;9;0;Yes;Europe;Single center;Inpatients only;Yes;5;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,225;0,210526316;0,014473684;Moderate risk;;2;0;Moderate risk
p076;340;1;Staner1995 (063);0;1992;1995;Paroxetine;21;R can come both from pub and unpub data but do not match;41,7;10,8;;Fixed;Licensed;Yes;Investigational;HAMD21;26;5;17,8;Others;7;0;Yes;Europe;Single center;Inpatients only;Yes;5;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,238095238;0,013095238;Moderate risk;;2;0;Moderate risk
p084;342;2;Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112);1;1992;1994;Fluvoxamine;65;R can come both from pub and unpub data and match;43,4;9,9;0,671875;Flexible;Licensed;No;Comparator;HAMD21;26,5;6;-12,4;Others;24;0;Yes;Europe;Multi-center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,325;0,353846154;0,028846154;Moderate risk;;2;0;Moderate risk
p083;342;1;Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112);1;1992;1994;Paroxetine;55;R can come both from pub and unpub data and match;43,7;11,5;0,464285714;Flexible;Licensed;Yes;Investigational;HAMD21;26;6;-12,9;Others;24;0;Yes;Europe;Multi-center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,290909091;0,034090909;Moderate risk;;2;0;Moderate risk
p086;343;2;DeWilde1993;1;1993;1993;Fluoxetine;50;R from pub data and no or inadequate unpub data;44,3;12;;Flexible;Licensed;No;Comparator;HAMD21;28,2;6;-15;Others;26;0;No;Europe;Multi-center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,292929293;0,3;0,007070707;Low risk;;2;0;Low risk
p085;343;1;DeWilde1993;1;1993;1993;Paroxetine;49;R from pub data and no or inadequate unpub data;43,9;13,2;;Flexible;Licensed;Yes;Investigational;HAMD21;27;6;-17,3;Others;25;0;No;Europe;Multi-center;Other/Unclear/Not stated;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,285714286;0,007215007;Low risk;;2;0;Moderate risk
p088;344;2;Gagiano1993;1;1993;1993;Fluoxetine;45;R from pub data and no or inadequate unpub data;39,6;11,69;;Flexible;Licensed;No;Comparator;HAMD21;24,5;6;-13,2;Others;27;0;No;Africa;Single center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,2;0,222222222;0,022222222;Low risk;;2;0;Low risk
p087;344;1;Gagiano1993;1;1993;1993;Paroxetine;45;R from pub data and no or inadequate unpub data;37,8;12,5;;Flexible;Licensed;Yes;Investigational;HAMD21;25;6;-15,2;Others;30;0;No;Africa;Single center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,177777778;0,022222222;Low risk;;2;0;Moderate risk
p094;347;2;29060/356;0;1994;;Fluoxetine;70;No pub data and R from unpub data;40,6;1,5;;Fixed;Licensed;No;Comparator;HAMD17;23,8;8;12,6;Others;32;1;Yes;Australia;Multi-center;Both;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,347826087;0,385714286;0,037888199;Moderate risk;;2;0;Moderate risk
p093;347;1;29060/356;0;1994;;Paroxetine;68;No pub data and R from unpub data;42,2;1,5;;Fixed;Licensed;Yes;Investigational;HAMD17;24,6;8;12;Others;33;1;Yes;Australia;Multi-center;Both;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,308823529;0,039002558;Moderate risk;;2;0;Moderate risk
p096;348;2;SER-CHN-1;0;1994;;Amitriptyline;118;No pub data and R from unpub data;40,54;13,45;0,533898305;Fixed;Licensed;No;Comparator;HAMDunspecified;26,6;6;6,47;Others;80;0;Yes;Asia;Multi-center;Other/Unclear/Not stated;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,038961039;0,059322034;0,020360995;Low risk;;2;0;Low risk
p095;348;1;SER-CHN-1;0;1994;;Paroxetine;113;No pub data and R from unpub data;40,14;13,2;0,548672566;Flexible;Licensed;Yes;Investigational;HAMDunspecified;27,1;6;5,53;Others;94;0;Yes;Asia;Multi-center;Other/Unclear/Not stated;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,017699115;0,021261924;Low risk;;2;0;Moderate risk
p100;350;2;Moller1993 (Stuppaeck1994, MY-059.073/29060/1);0;1989;1993;Amitriptyline;75;R can come both from pub and unpub data and match;46,6;11,4;;Flexible;Licensed;No;Comparator;HAMD21;28,9;6;-15,2;Others;46;0;Yes;Europe;Multi-center;Inpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,418300654;0,4;0,018300654;Moderate risk;;2;0;Moderate risk
p099;350;1;Moller1993 (Stuppaeck1994, MY-059.073/29060/1);0;1989;1993;Paroxetine;78;R can come both from pub and unpub data and match;47,5;11,6;;Flexible;Licensed;Yes;Investigational;HAMD21;28,6;6;-15,5;Others;43;0;Yes;Europe;Multi-center;Inpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,435897436;0,017596782;Moderate risk;;2;0;Moderate risk
p102;351;2;Christiansen1996;0;1996;1996;Amitriptyline;73;R from pub data and no or inadequate unpub data;;;;Flexible;Licensed;Unclear;Comparator;HAMD17;24,2;8;6,9;Others;48;0;No;Europe;Multi-center;Outpatients only;Unclear;8;Unclear;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,215277778;0,219178082;0,003900304;Low risk;;2;0;Moderate risk
p101;351;1;Christiansen1996;0;1996;1996;Paroxetine;71;R from pub data and no or inadequate unpub data;;;;Flexible;Licensed;Unclear;Investigational;HAMD17;23,8;8;8,1;Others;46;0;No;Europe;Multi-center;Outpatients only;Unclear;8;Unclear;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,211267606;0,004010172;Low risk;;2;0;Moderate risk
p115;356;2;Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245);0;1994;1997;Clomipramine;506;R can come both from pub and unpub data and match;42;12,5;0,725099602;Flexible;Licensed;No;Comparator;MADRS;29,1;8;-16,6;Others;317;0;Yes;;Multi-center;Other/Unclear/Not stated;Yes;12;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,240431796;0,280632411;0,040200615;Moderate risk;;2;0;Moderate risk
p114;356;1;Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245);0;1994;1997;Paroxetine;513;R can come both from pub and unpub data and match;43,3;13;0,725099602;Flexible;Licensed;Yes;Investigational;MADRS;29,7;8;-17,3;Others;328;0;Yes;;Multi-center;Other/Unclear/Not stated;Yes;12;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,200779727;0,039652069;Moderate risk;;2;0;Moderate risk
p122;359;2;Chouinard1999 (29060/131);1;1999;1999;Fluoxetine;101;R can come both from pub and unpub data and match;41,2;10,7;;Flexible;Licensed;No;Comparator;HAMD21;25,45;12;-14,78;Others;67;0;Yes;North America;Multi-center;Other/Unclear/Not stated;Yes;12;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;0,359605911;0,326732673;0,032873238;Low risk;;2;0;Low risk
p121;359;1;Chouinard1999 (29060/131);1;1999;1999;Paroxetine;102;R can come both from pub and unpub data and match;40,6;10,7;;Flexible;Licensed;Yes;investigational;HAMD21;25,91;12;-13,92;Others;67;0;Yes;North America;Multi-center;Other/Unclear/Not stated;Yes;12;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;Low risk of bias;Low risk of bias;;0,392156863;0,032550951;Low risk;;2;0;Moderate risk
p123;360;1;Tsutsui2000;0;2000;2000;Paroxetine;116;R from pub data and no or inadequate unpub data;39,1;13,9;;Flexible;Licensed;Yes;Investigational;HAMD17;23,6;6;-12,1;Others;65;0;No;Asia;Multi-center;Both;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,353448276;0,024329502;Low risk;;2;0;Moderate risk
p124;360;2;Tsutsui2000;0;2000;2000;Trazodone;109;R from pub data and no or inadequate unpub data;38,5;12,7;;Flexible;Licensed;No;Comparator;HAMD17;24,4;6;-9,7;Others;45;0;No;Asia;Multi-center;Both;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,377777778;0,403669725;0,025891947;Low risk;;2;0;Low risk
p126;361;2;Miura2000;0;2000;2000;Amitriptyline;119;R from pub data and no or inadequate unpub data;47,1;13,8;;Flexible;Licensed;No;Comparator;HAMD17;23,9;6;-10,6;Others;54;0;No;Asia;Multi-center;Both;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,49122807;0,495798319;0,004570249;Low risk;;2;0;Low risk
p125;361;1;Miura2000;0;2000;2000;Paroxetine;109;R from pub data and no or inadequate unpub data;45,9;13,9;;Flexible;Licensed;Yes;Investigational;HAMD17;23,8;6;-9,2;Others;42;0;No;Asia;Multi-center;Both;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,486238532;0,004989538;Low risk;;2;0;Moderate risk
p136;364;2;Cassano2002 (29060/421);1;2002;2002;Fluoxetine;119;R imputed from pub data and no or inadequate unpub data;74,85;6,67;;Flexible;Licensed;No;Comparator;HAMDunspecified;23,41;6;15,85;Others;35;1;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;0,392561983;0,378151261;0,014410723;Moderate risk;;2;0;Moderate risk
p135;364;1;Cassano2002 (29060/421);1;2002;2002;Paroxetine;123;R imputed from pub data and no or inadequate unpub data;75,61;6,99;;Flexible;Licensed;Yes;Investigational;HAMDunspecified;22,95;6;13,2;Others;50;1;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;0,406504065;0,013942082;Moderate risk;;2;0;Moderate risk
r08;383;2;Bosc1997b (Study 016 - Massana 1999);1;1993;1997;Fluoxetine;89;R can come both from pub and unpub data but do not match;43,6;11,8;0,719101124;Flexible;Licensed;No;Comparator;HAMD21;27,4;8;10,6;Others;64;0;Yes;;Multi-center;Both;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Low risk of bias;0,238095238;0,224719101;0,013376137;Moderate risk;;2;0;Moderate risk
r07;383;1;Bosc1997b (Study 016 - Massana 1999);1;1993;1997;Reboxetine;79;R can come both from pub and unpub data but do not match;44;12,6;0,721518987;Flexible;Licensed;Yes;Investigational;HAMD21;28,6;8;9,4;Others;59;0;Yes;;Multi-center;Both;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Low risk of bias;;0,253164557;0,015069319;Moderate risk;;2;0;Moderate risk
r24;389;2;Baldwin2006a (97-CRBX-052 - Study 052);0;2000;2006;Paroxetine;166;Inadequate pub data and R from unpub data;45,1;11;0,62;Flexible;Licensed;No;Comparator;HAMD17;24,1;8;-13,2;Others;100;0;Yes;Europe;Multi-center;Other/Unclear/Not stated;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,264615385;0,198795181;0,065820204;Moderate risk;;2;0;Moderate risk
r23;389;1;Baldwin2006a (97-CRBX-052 - Study 052);0;2000;2006;Reboxetine;159;Inadequate pub data and R from unpub data;42,4;12,1;0,629;Flexible;Licensed;Yes;Investigational;HAMD17;24,2;8;-11,5;Others;80;0;Yes;Europe;Multi-center;Other/Unclear/Not stated;Unclear;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,333333333;0,068717949;Moderate risk;;2;0;High risk
r32;392;2;Study 043;1;2006;2006;Citalopram;176;No pub data and R from unpub data;41,5;12;0,595;Flexible;Licensed;No;Comparator;HAMD21;27,4;6;-15;LOCF;98;0;Yes;Europe;Multi-center;Outpatients only;Unclear;24;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Unclear risk of bias;0,203342618;0,164772727;0,038569891;Moderate risk;;2;0;Moderate risk
r31;392;1;Study 043;1;2006;2006;Reboxetine;183;No pub data and R from unpub data;42,8;13,3;0,689;Flexible;Licensed;Yes;Investigational;HAMD21;27,4;6;-13;LOCF;77;0;Yes;Europe;Multi-center;Outpatients only;Unclear;24;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Unclear risk of bias;;0,240437158;0,03709454;Moderate risk;;2;0;Moderate risk
r33;393;1;Schwartz2002 (iQWIG);0;2002;2002;Reboxetine;80;R from pub data and no or inadequate unpub data;41,9;;0,7125;Flexible;Licensed;Unclear;Investigational;HAMD17;28,6;8;13,4;Others;45;0;No;;Multi-center;Other/Unclear/Not stated;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;;;Moderate risk;;2;0;Moderate risk
r34;393;2;Schwartz2002 (iQWIG);0;2002;2002;Venlafaxine;87;R from pub data and no or inadequate unpub data;42,2;;0,666666667;Flexible;Licensed;Unclear;Unclear;HAMD17;28,8;8;12,2;Others;48;0;No;;Multi-center;Other/Unclear/Not stated;Unclear;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;;;Moderate risk;;2;0;Moderate risk
r38;395;2;Studie032 (M2020/0032);0;2001;;Fluoxetine;42;No pub data and R from unpub data;35,98;12,7;0,619;Flexible;Licensed;No;Comparator;HAMD21;28,33;8;-14,78;LOCF;23;0;Yes;Asia;Multi-center;Both;Yes;8;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;0,329411765;0,30952381;0,019887955;Low risk;;2;0;Low risk
r37;395;1;Studie032 (M2020/0032);0;2001;;Reboxetine;43;No pub data and R from unpub data;40,65;14,57;0,628;Flexible;Licensed;Yes;Investigational;HAMD21;27,23;8;-14,05;LOCF;21;0;Yes;Asia;Multi-center;Both;Yes;8;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Low risk of bias;Low risk of bias;;0,348837209;0,019425445;Low risk;;2;0;Moderate risk
s05;397;2;Cohn1990;0;1990;1990;Amitriptyline;80;R from pub data and no or inadequate unpub data;70,6;;0,463;Flexible;Licensed;No;Unclear;HAMD17;25,2;8;-14,2;Others;40;0;No;North America;Multi-center;Outpatients only;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,497925311;0,5125;0,014574689;Moderate risk;;2;0;Moderate risk
s04;397;1;Cohn1990;0;1990;1990;Sertraline;161;R from pub data and no or inadequate unpub data;70,2;;0,497;Flexible;Licensed;Unclear;Unclear;HAMD17;23,7;8;-13,3;Others;84;0;No;North America;Multi-center;Outpatients only;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,49068323;0,007242081;Moderate risk;;2;0;Moderate risk
s07;398;2;Aguglia1993;1;1993;1993;Fluoxetine;56;R imputed from pub data and no or inadequate unpub data;58,9;17,3;;Flexible;Licensed;No;Comparator;HAMD17;25,1;8;10,6;Others;26;1;No;Europe;Multi-center;Outpatients only;Yes;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,444444444;0,553571429;0,109126984;Moderate risk;;2;0;Moderate risk
s06;398;1;Aguglia1993;1;1993;1993;Sertraline;52;R imputed from pub data and no or inadequate unpub data;57,5;15,5;;Flexible;Licensed;No;Investigational;HAMD17;24,8;8;9,2;Others;35;1;No;Europe;Multi-center;Outpatients only;Yes;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,326923077;0,117521368;Moderate risk;;2;0;Moderate risk
s09;399;2;Bersani1994;0;1994;1994;Amitriptyline;34;R imputed from pub data and no or inadequate unpub data;46,9;12;0,632;Flexible;Licensed;Unclear;Comparator;HAMD21;32;8;16;OC;17;1;No;Europe;Unclear;Outpatients only;Unclear;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,102941176;0,117647059;0,014705882;Low risk;;2;0;Moderate risk
s08;399;1;Bersani1994;0;1994;1994;Sertraline;34;R imputed from pub data and no or inadequate unpub data;47,2;12;0,632;Flexible;Licensed;Unclear;Investigational;HAMD21;33;8;16;OC;18;1;No;Europe;Unclear;Outpatients only;Unclear;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,088235294;0,014705882;Low risk;;2;0;Moderate risk
s11;400;2;Moon1994;0;1994;1994;Clomipramine;55;R from pub data and no or inadequate unpub data;45;;0,6;Flexible;Licensed;No;Comparator;HAMD17;22,7;6;-11,3;Others;29;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;;;Moderate risk;;;0;Moderate risk
s10;400;1;Moon1994;0;1994;1994;Sertraline;51;R from pub data and no or inadequate unpub data;42;;0,41;Flexible;Licensed;Yes;Investigational;HAMD17;23,9;6;-12,5;Others;28;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;;;Moderate risk;;;0;Moderate risk
s15;402;2;Bennie1995;1;1995;1995;Fluoxetine;144;R from pub data and no or inadequate unpub data;49,9;;;Flexible;Licensed;No;Comparator;HAMD17;23,4;6;12,6;Others;63;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;0,164335664;0,159722222;0,004613442;Low risk;;2;0;Low risk
s14;402;1;Bennie1995;1;1995;1995;Sertraline;142;R from pub data and no or inadequate unpub data;49,9;;;Flexible;Licensed;Yes;Investigational;HAMD17;23,2;6;11,9;Others;73;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;0,169014085;0,00467842;Low risk;;2;0;Moderate risk
s17;403;2;vanMoffaert1995a;1;1995;1995;Fluoxetine;82;R from pub data and no or inadequate unpub data;48,4;;;Flexible;Licensed;No;Comparator;HAMD17;23,2;8;-10,2;Others;48;0;No;Europe;Multi-center;Other/Unclear/Not stated;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;0,181818182;0,195121951;0,013303769;Moderate risk;;2;0;Moderate risk
s16;403;1;vanMoffaert1995a;1;1995;1995;Sertraline;83;R from pub data and no or inadequate unpub data;46,1;;;Flexible;Licensed;Yes;Investigational;HAMD17;24,5;8;-10,8;Others;49;0;No;Europe;Multi-center;Other/Unclear/Not stated;Yes;8;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;0,168674699;0,013143483;Moderate risk;;2;0;Moderate risk
s23;405;1;Ekselius1997;1;1997;1997;Citalopram;200;R from pub data and no or inadequate unpub data;48,1;12;;Flexible;Licensed;No;Comparator;MADRS;28,3;12;10,4;Others;136;0;No;Europe;Multi-center;Outpatients only;Yes;12;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;;0,155;0,025;Low risk;;2;0;Low risk
s24;405;2;Ekselius1997;1;1997;1997;Sertraline;200;R from pub data and no or inadequate unpub data;47,3;13,3;;Flexible;Licensed;Yes;Investigational;MADRS;28,3;12;11;Others;139;0;No;Europe;Multi-center;Outpatients only;Yes;12;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Unclear risk of bias;0,18;0,205;0,025;Low risk;;2;0;Moderate risk
s27;407;1;Moller1998 (Hegerl1997);0;1997;1998;Amitriptyline;79;R from pub data and no or inadequate unpub data;49,5;12,9;0,71;Flexible;Licensed;No;Comparator;HAMD21;29,1;6;-16,5;Others;40;0;No;Europe;Multi-center;Inpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,17721519;0,01653481;Low risk;;2;0;Low risk
s28;407;2;Moller1998 (Hegerl1997);0;1997;1998;Sertraline;81;R from pub data and no or inadequate unpub data;47,7;13;0,69;Flexible;Licensed;Yes;Investigational;HAMD21;28,3;6;-13,6;Others;32;0;No;Europe;Multi-center;Inpatients only;No;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,19375;0,209876543;0,016126543;Low risk;;2;0;Moderate risk
s30;408;2;Sechter1999;1;1999;1999;Fluoxetine;120;R from pub data and no or inadequate unpub data;42,5;11,1;;Flexible;Licensed;No;Comparator;HAMD17;24,9;8;;OC;35;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
s29;408;1;Sechter1999;1;1999;1999;Sertraline;118;R from pub data and no or inadequate unpub data;43,4;12,3;;Flexible;Licensed;Yes;Investigational;HAMD17;24,5;8;;OC;48;0;No;Europe;Multi-center;Outpatients only;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;;;Moderate risk;;2;0;Moderate risk
